_permit_type,work_description,address,permit_,_permit_type(2),work_description(2),address(2),permit_(2),b_ward
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE AND GARAGE.,2217 W Cullom Ave,100460148,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY 2 STORY FRAME BUILDING WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK,2217 W Cullom Ave,100448224,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,2218 W Huron St,100519578,PERMIT - NEW CONSTRUCTION,ERECT NEW CONSTRUCTION 3 STORY  (3B CONST) 3 DU BUILDING WITH METAL REAR OPEN PORCH AS PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **,2218 W Huron St,100488344,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK SINGLE FAMILY HOUSE.,2219 N Hoyne Ave,100506587,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 3 D.U. MASONRY BUILDING WITH ROOF TOP DECK (3B CONSTRUCTION), DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.",2219 N Hoyne Ave,100508333,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK RESIDENCE & 1 STORY FRAME GARAGE,2219 W Race Ave,100524957,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE WITH ROOF TOP DECK (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,2219 W Race Ave,100522756,26
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME BUILDING,2221 W Farragut Ave,100485110,PERMIT - NEW CONSTRUCTION,SELF- CERT. - NEW 2 STORY FRAME S.F.R. W/ BASEMENT W/ NEW 2 CAR FRAME GARAGE.  CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,2221 W Farragut Ave,100485776,40
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,2224 W Ainslie St,100527077,PERMIT - NEW CONSTRUCTION,"**Self-Cert Project** -  ERECT NEW 2 STORY + BASEMENT SINGLE FAMILY RESIDENCE, TYPE 4A CONSTRUCTION & NEW DETACHED 3 CAR GARAGE PER PLANS.  (Subject to audit & field inspection)  ***This permit will be voided in 30 days from the issuing date of this permit if Wrecking Permit is not obtained***",2224 W Ainslie St,100525042,40
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK RESIDENCE,2227 W Lyndale St,100509336,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT 2 D.U. MASONRY BUILDING WITH ROOF TOP DECK (3B CONSTRUCTION) WITH DETACHED 2 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.,2227 W Lyndale St,100512977,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK SINGLE FAMILY HOME & GARAGE,2229 N Magnolia Ave,100503818,PERMIT - NEW CONSTRUCTION,THREE STORY FULLY SPRINKLERED IIIB MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR MASONRY GARAGE WITH ROOF DECK,2229 N Magnolia Ave,100500316,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2229 W Farragut Ave,100536257,PERMIT - NEW CONSTRUCTION,ERECT A NEW FRAME SINGLE FAMILY HOME WITH BASEMENT (4A CONST)) AND DETACHED 2 CAR GARAGE WITH ROOF TOP DECK.,2229 W Farragut Ave,100536712,40
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2231 N Southport Ave,100509962,PERMIT - NEW CONSTRUCTION,ERECT A TWO STORY IIIB MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR FRAME GARAGE,2231 N Southport Ave,100511329,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGKLE FAMILY RESIDENCE & FRAME GARAGE.,2232 W Oakdale Ave,100479191,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,2232 W Oakdale Ave,100474441,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY FRAME HOUSE & GARAGE.,2233 W Fletcher St,100489770,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",2233 W Fletcher St,100491978,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,2235 W Belden Ave,100536688,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT MASONRY 3 D.U. BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.",2235 W Belden Ave,100539744,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY MASONRY SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE,2236 W Cullom Ave,100510458,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK PER PLANS",2236 W Cullom Ave,100505544,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY FRAME BUILDING,2236 W Fletcher St,100531581,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",2236 W Fletcher St,100519836,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK RESIDENCE,2237 W Race Ave,100510824,PERMIT - NEW CONSTRUCTION,"NEW 3-STORY, 2-UNIT RESIDENTIAL MASONRY BUILDING WITH BASEMENT, NEW GARAGE, PER PLAN.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",2237 W Race Ave,100511766,26
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY BRICK & GARAGE,2240 N Leavitt St,100464620,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION OF A TWO-STORY SINGLE-FAMILY RESIDENCE WITH BASEMENT AND A 2-CAR GARAGE WITH DECK.*********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT WAS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********,2240 N Leavitt St,100448439,32
PERMIT - WRECKING/DEMOLITION,DEMOLITION OF A 1 STORY BUILDING.,2242 W Wellington Ave,100462942,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION OF SINGLE FAMILY RESIDENCE AND 2 CAR GARAGE,2242 W Wellington Ave,100463487,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME WITH DETACHED GARAGE.,2251 N Greenview Ave,100449912,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.  (Subject to audit & field inspection),2251 N Greenview Ave,100457974,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,2306 N Maplewood Ave,100503616,PERMIT - NEW CONSTRUCTION,ERECT TWO STORY SINGLE FAMILY RESIDENCE WITH ROOFTOP STAIR ENCLOSURE AND ERECT  2 CAR DETACHED PRIVATE GARAGE AS PER PLAN**SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,2306 N Maplewood Ave,100503561,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK COMMERCIAL BUILDING.,2312 N Ashland Ave,100505333,PERMIT - NEW CONSTRUCTION,"NEW CONSTRUCTION OF ONE-STORY WENDY'S RESTAURANT WITH DRIVE-THRU AS PER PLANS.",2312 N Ashland Ave,100491728,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK RESIDENCE,2320 N Greenview Ave,100462577,PERMIT - NEW CONSTRUCTION,"ERECT NEW 2 STORY SINGLE FAMILY RESIDENCE WITH FULL BASEMENT AND NEW 2 CAR DETACHED GARAGE PER APPROVED PLANS******100438308 is not a valid wrecking permit, THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT*********",2320 N Greenview Ave,100456527,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE & 1 STORY FRAME GARAGE.,2320 W Cullom Ave,100497509,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE  FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE WITH ROOF DECK",2320 W Cullom Ave,100497162,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY MASONRY RESIDENCE AND DETACHED FRAME GARAGE,2328 N Leavitt St,100545921,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 3 STORY FRAME SINGLE FAMILY RESIDENCE TYPE 4A CONSTRUCTION ( 2875 SF ) WITH BASEMENT WITH A NEW 2 CAR DETACHED MASONRY GARAGE 20'X24' WITH ROOF DECK, NEW NON-COMBUSTIBLE METAL DECK ( 192 SF ) AS PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",2328 N Leavitt St,100545285,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,2332 W Ohio St,100465876,PERMIT - NEW CONSTRUCTION,Erect 2 story frame construction single family residence with 2 car garage.INCLUDES SOLAR PANEL INSTALLATION,2332 W Ohio St,100478506,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY BRICK RESIDENCE,2335 W Lyndale St,100494772,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT 2 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK & DETACHED 2 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.  (Subject to audit & field inspection),2335 W Lyndale St,100503114,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK BUILDING,2336 W Lyndale St,100499986,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT 2 D.U. MASONRY BUILDING (3BCONSTRUCTION) WITH ROOF TOP DECK & DETACHED 2 CAR MASONRY GARAGEWITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.,2336 W Lyndale St,100503165,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 3 STORY BRICK RESIDENCE.,2343 W Lyndale St,100532847,PERMIT - NEW CONSTRUCTION,SELF CERTIFIED: NEW 3 STORY MASONRY BUILDING WITH BASEMENT AND NEW MASONRY  3 CAR GARAGE,2343 W Lyndale St,100528205,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2414 W Berteau Ave,100544442,PERMIT - NEW CONSTRUCTION,NEW 3379.8 SQ FT 2ND STORY FRAME SINGLE FAMILY RESIDENCE  W/ BASEMENT. NEW 114.2 SQ FT OPEN WOOD FRONT PORCH AND NEW 400 SQ FT 2 CAR DETACHED FRAME GARAGE W/ ROOF DECK & TRASH ENCLOSURE PER PLANS,2414 W Berteau Ave,100542970,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY MASONRY SINGLE FAMILY & GARAGE,2415 W Dakin St,100506136,PERMIT - NEW CONSTRUCTION,CONSTRUCTION OF 2-STORY W/BASEMENT MASONRY SINGLE FAMILY RESIDENCE AND A DETACHED 2 CAR GARAGE AS PER PLANS **SELF-CERTIFICATION - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS & AUDIT**,2415 W Dakin St,100506550,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME RESIDENCE,2415 W Haddon Ave,100533283,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT MASONRY 2 D.U. BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.  **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",2415 W Haddon Ave,100533937,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME 2 STORY RESIDENCE WITH 1 STORY FRAME GARAGE.,2423 N Seminary Ave,100484228,PERMIT - NEW CONSTRUCTION,"** SELF-CERTIFICATION** - ERECT 3 STORY MASONRY SINGLE FAMILY RESIDENCE (3B CONSTRUCTION) WITH BASEMENT, REAR OPEN WOOD DECK, DETACHED 2 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF DECK AS PER PLAN. (Subject to audit & field inspection)",2423 N Seminary Ave,100463839,43
PERMIT - WRECKING/DEMOLITION,COMPLETE DEMOLITION OF A SINGLE FAMILY FRAME HOUSE.,2425 W Pershing Rd,100476667,PERMIT - NEW CONSTRUCTION,ERECT A 1 STORY MASONRY SINGLE FAMILY HOME AND 2 CAR DETACHED FRAME  GARAGE AS PER PLANS.,2425 W Pershing Rd,100476702,12
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK RESIDENCE,2429 W Thomas St,100487636,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 3-STORY  2 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK,  DETACHED 2 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",2429 W Thomas St,100486821,1
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,242 W Garfield Blvd,100537400,PERMIT - NEW CONSTRUCTION,"NEW CONSTRUCTION OF ONE-STORY WENDY'S RESTAURANT WITH DRIVE-THRU AS PER PLANS.",242 W Garfield Blvd,100474046,3
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,2431 N Marshfield Ave,100545787,PERMIT - NEW CONSTRUCTION,ERECT A  2 STORY IVA FRAME SINGLE FAMILY RESIDENCE W / BASEMENT  &  2 CAR GARAGE  W / ROOF DECK ..PER PLANS,2431 N Marshfield Ave,100543721,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY REAR BUILDING.,2435 N Greenview Ave,100486427,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",2435 N Greenview Ave,100489332,2
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING,2435 N Greenview Ave,100485033,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",2435 N Greenview Ave,100489332,2
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE BRICK RESIDENCE,2436 W Belle Plaine Ave,100516035,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN. **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,2436 W Belle Plaine Ave,100487407,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,2437 W Irving Park Rd,100526334,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 3 STORY MASONRY BUILDING WITH BASEMENT 6 RESIDENTIAL UNITS, TYPE 3B CONSTRUCTION, NEW 37'X37' 6 CAR MASONRY GARAGE WITH ROOF DECK AS PER PLANS.",2437 W Irving Park Rd,100523833,47
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A TWO STORY FRAME RESIDENCE AND ATTACHED FRAME GARAGE,2439 W Moffat St,100517161,PERMIT - NEW CONSTRUCTION,SELF CERT. DEMO ENTIRE EXISTING BUILDING. NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE W/BSMT. REAR OPEN WOOD DECK AND 1-STORY FRAME GARAGE PER PLANS. SELF CERT.,2439 W Moffat St,100503920,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE,2442 N Rockwell St,100539972,PERMIT - NEW CONSTRUCTION,NEW TWO STORY FRAME SFR WITH BASEMENT AND OPEN FRAME FRONT PORCH. NEW FRAME DECK. NEW THREE CAR GARAGE AS PER PLANS.,2442 N Rockwell St,100545645,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAME RESIDENCE & FRAME GARAGE.,2449 N Racine Ave,100505063,PERMIT - NEW CONSTRUCTION,ERECT A 3 STORY IIIB MASONRY  3 UNIT  APARTMENT BUILDING WITH 3 CAR GARAGE,2449 N Racine Ave,100503390,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING,2455 N Greenview Ave,100499985,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION)  AS PER PLAN.  (Subject to audit & field inspection)",2455 N Greenview Ave,100503166,2
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY BRICK COMMERCIAL BUILDING,2457 W Irving Park Rd,100526342,PERMIT - NEW CONSTRUCTION,"ERECT A NEW 3 STORY MASONRY BUILDING WITH BASEMENT 6 RESIDENTIAL UNITS, TYPE 3B CONSTRUCTION, NEW 37'X37' 6 CAR MASONRY GARAGE WITH ROOF DECK AS PER PLANS.",2457 W Irving Park Rd,100523800,47
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE EXISTING 2 STORY BRICK SINGLE FAMILY RESIDENCE & GARAGE,2461 N Burling St,100452664,PERMIT - NEW CONSTRUCTION,SELF CERT NEW 3 STORY MASONRY S.F.R.SELF CERT,2461 N Burling St,100418994,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME CHURCH BUILDING.,2501 N Maplewood Ave,100531609,PERMIT - NEW CONSTRUCTION,"NEW 2-STORY WOOD FRAME SINGLE FAMILY HOUSE. NEW ELECTRIC, HVAC, AND PLUMBING SYSTEMS. NEW 2-CAR WOOD FRAME GARAGE.",2501 N Maplewood Ave,100530249,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE A S.F.R. WITH GARAGE.,2512 N Maplewood Ave,100526773,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR PRIVATE DETACHED GARAGE, PER PLANS",2512 N Maplewood Ave,100525375,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY HOUSE WITH DETACHED GARAGE.,2514 W Huron St,100461151,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,2514 W Huron St,100469582,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING FRAME CONSTRUCTION SFR & DETACHED GARAGE.,2518 N Burling St,100505887,PERMIT - NEW CONSTRUCTION,NEW 3 STORY MASONRY TYPE III-B SINGLE FAMILY RESIDENCE W/ BASEMENT & ERECT REAR DETACHED 2-CAR PRIVATE GARAGE WITH ROOF DECK (S.F.R. TO BE FULLY SPRINKLED),2518 N Burling St,100493233,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1/2 STORY FRAME COACH HOUSE,2519 N Washtenaw Ave,100533778,PERMIT - NEW CONSTRUCTION,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE PER PLANS",2519 N Washtenaw Ave,100528581,32
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 1/2 STORY FRAME RESIDENCE & 1 STORY FRAME DETACHED GARAGE,2523 N Marshfield Ave,100532465,PERMIT - NEW CONSTRUCTION,"ERECT  A 2 STORY , IIIB MASONRY SINGLE FAMILY RESIDENCE  WITH BASEMENT AND  TWO CAR GARAGE WITH A ROOF DECK PER PLANS",2523 N Marshfield Ave,100532170,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMVOE A 2 STORY BRICK BUILDING.,2532 N Linden Pl,100499081,PERMIT - NEW CONSTRUCTION,"SELF CERTIFICATION REVIEW: ERECT 2 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR MASONRY GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.  **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",2532 N Linden Pl,100497113,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENCE.,2540 N Seminary Ave,100492963,PERMIT - NEW CONSTRUCTION,**SELF CERT PROJECT** - ERECT A NEW THREE STORY MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AS PER PLANS.  (Subject to audit & field inspection),2540 N Seminary Ave,100481770,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY RESIDENTIAL HOUSE.,2547 W Winona St,100465744,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,2547 W Winona St,100465848,40
PERMIT - WRECKING/DEMOLITION,COMPLETE DEMOLITION OF A SINGLE FAMILY FRAME HOUSE.,2550 W 38th St,100476662,PERMIT - NEW CONSTRUCTION,ERECT A NEW  MASONRY (3B CONST.) 2 STORY (NO BASEMENT) SINGLE FAMILY HOME AS PER PLANS. **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **,2550 W 38th St,100467389,12
PERMIT - WRECKING/DEMOLITION,COMPLETE DEMOLITION OF A SINGLE FAMILY FRAME HOUSE.,2552 W 38th St,100476664,PERMIT - NEW CONSTRUCTION,"ERECT A NEW MASONRY (3B CONST) 2 STORY (NO BASEMENT) SINGLE FAMILY HOME, NO GARAGE AS PER PLANS.",2552 W 38th St,100465741,12
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK REAR BUILDING.,2556 W Superior St,100539530,PERMIT - NEW CONSTRUCTION,NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW REAR WOOD DECK. NEW FRAME TWO CAR GARAGE SA PER PLANS.,2556 W Superior St,100538172,26
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SFR AND DETACHED FRAME GARAGE.,2619 N Magnolia Ave,100508225,PERMIT - NEW CONSTRUCTION,SELF CERTIFICATION OF A NEW 2 STORY MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED GARAGE,2619 N Magnolia Ave,100504842,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A ONE STORY FRAME RESIDENCE.,2623 W Attrill St,100507854,PERMIT - NEW CONSTRUCTION,NEW TWO STORY SINGLE FAMILY RESIDENCE + DETACHED 2 CAR GARAGE  PER PLANS   **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,2623 W Attrill St,100508535,1
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING & 1 STORY FRAME GARAGE.,2628 N Orchard St,100518238,PERMIT - NEW CONSTRUCTION,"ERECT 3 STORY , IIIB MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND TWO CAR GARAGE WITH ROOF DECK AS PER PLANS **CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",2628 N Orchard St,100508126,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME RESIDENCE,2628 N Wayne Ave,100509771,PERMIT - NEW CONSTRUCTION,"ERECT 5 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 5 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK & 6' HIGH WOOD FENCED TRASH ENCLOSURE AS PER PLAN.",2628 N Wayne Ave,100504375,32
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,2633 N Dayton St,100526974,PERMIT - NEW CONSTRUCTION,ERECT NEW SFR BRICK VENEER 3 STY PLUS BASEMENT RESIDENTIAL BUILDING WITH DETACHED MASONRY GARAGE.,2633 N Dayton St,100528439,43
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A SFR AND GARAGE.,2657 N Orchard St,100540291,PERMIT - NEW CONSTRUCTION,"NEW CONSTRUCTION, 3 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT, 2ND FLOOR ROOF DECK, OUTDOOR FIREPLACE, AND DETACHED 2-CAR PRIVATE GARAGE WITH ROOF DECK",2657 N Orchard St,100539132,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2666 N Orchard St,100484692,PERMIT - NEW CONSTRUCTION,ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK WITH DETACHED 3 CAR MASONRY GARAGE WITH ROOF TOP DECK(3B CONSTRUCTION) AS PER PLAN.,2666 N Orchard St,100469576,43
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE FRAME 1 STORY FRAME RESIDENCE & 1 STORY FRAME GARAGE,2680 N Orchard St,100481531,PERMIT - NEW CONSTRUCTION,**SELF CERT PROECT** - ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH ROOF TOP DECK; DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.  (Subject to audit & field inspection),2680 N Orchard St,100471051,43
