_permit_type,work_description,address,permit_,issue_date,_permit_type(2),work_description(2),address(2),permit_(2),issue_date(2),b_ward,b_communityarea
PERMIT - WRECKING/DEMOLITION,WRECK AND REMVOE A 2 STORY BRICK COMMERICAL BUILDING.,5414 S Archer Ave,100417871,11/30/2011,PERMIT - NEW CONSTRUCTION,ERECT NEW TWO STORE COMMERCIAL BLDG PER ARCH PLANS FOR WALGREENS.,5414 S Archer Ave,100405607,10/24/2011,14,53
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1\2 STORY FRAME HOUSE AND 2 CAR GARAGE.,3735 N Greenview Ave,100420182,12/09/2011,PERMIT - NEW CONSTRUCTION,"NEW 3-STORY + BASEMENT, IV-A, FULLY SPRINKLERED SINGLE-FAMILY HOME",3735 N Greenview Ave,100409069,11/23/2011,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY BRICK RESIDENCE AND DETACHED FRAME GARAGE,1731 W Fletcher St,100420603,12/13/2011,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.  (Self Certification Project - Subject to audit & field inspection),1731 W Fletcher St,100420299,12/08/2011,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1729 W Fletcher St,100420601,12/13/2011,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A COSNTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A COSNTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,1729 W Fletcher St,100420295,12/07/2011,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY MASONRY BUILDING,1057 W 31st Pl,100410378,12/16/2011,PERMIT - NEW CONSTRUCTION,ERECT A NEW 1 STORY MASONRY SINGLE FAMILY WITH BASEMENT AND 2 CAR DETACHED GARAGE,1057 W 31st Pl,100404770,10/20/2011,11,58
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME RESIDENITAL BUILDING & FRAME GARAGE,2508 S Throop St,100421112,12/22/2011,PERMIT - NEW CONSTRUCTION,ERECT ONE STORY BRICK BUILDING AS PER PLAN,2508 S Throop St,100418962,11/23/2011,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY MIXED USE BUILDING & GARAGE,1334 W Morse Ave,100420934,12/27/2011,PERMIT - NEW CONSTRUCTION,"NEW 5 STORY BUILDING ON GRADE WITH 12-CAR ATTACHED GARAGE, 12 DU, 1ST FLOOR COMMERCIAL USE",1334 W Morse Ave,100391361,02/06/2012,49,10
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1\2 STORY BRICK BUILDING AND GARAGE.,1218 W 33rd St,100416685,12/30/2011,PERMIT - NEW CONSTRUCTION,ERECT A NEW MASONRY 2 STORY SINGLE FAMILY  RESIDENCE AND 2 CAR DETACHED PRIVATE FRAME GARAGE,1218 W 33rd St,100416431,11/23/2011,11,58
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAMED SINGLE FAMILY RESIDENCE.,4827 W Winnemac Ave,100422948,01/09/2012,PERMIT - NEW CONSTRUCTION,NEW CONSTRUCTION (2) STORY WITH BASEMENT SINGLE FAMILY RESIDENCE. GREEN PERMIT PROGRAM BENEFIT TIER II (CHICAGO GREEN HOMES (3) STARS RATING).  SELF-CERTIFICATION PROJECT.  CONDITIONAL PERMIT SUBJECT TO AUDIT AND FIELD INSPECTION.,4827 W Winnemac Ave,100417491,01/17/2012,45,12
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1.5 SOTRY FRAME BUILDING.,1910 N Francisco Ave,100423415,01/19/2012,PERMIT - NEW CONSTRUCTION,ERECT TWO STORY SINGLE FAMILY RESIDENCE + TWO CAR DETACHED GARAGE AS PER PLAN **CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,1910 N Francisco Ave,100423385,01/06/2012,1,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE,5405 S Nashville Ave,100410377,01/20/2012,PERMIT - NEW CONSTRUCTION,ERECT  A NEW 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND DETACHED 2 CAR FRAME GARAGE,5405 S Nashville Ave,100412191,01/05/2012,23,53
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE,1350 W Diversey Pkwy,100425934,02/15/2012,PERMIT - NEW CONSTRUCTION,"NEW 3 UNIT MASONRY BUILDING WITH ROOF TOP DECK, NEW DETACHED 2 HOUR FIRE RATED GARAGE WITH ROOFTOP DECK & ATTACHED WALKWAY TO FRONT BUILDING REAR PORCH PER PLANS",1350 W Diversey Pkwy,100402553,04/12/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK FRONT.,3303 N Hoyne Ave,100422950,02/21/2012,PERMIT - NEW CONSTRUCTION,"NEW TWO STORY SINGLE FAMILY RESIDENCE, BRICK AND FRAME, WITH BASEMENT AND PRIVATE TWO CAR GARAGE EITH A ROOF TOP DECK AS PER PLANS********THIS PERMIT IS SUBJECT TO AUDIT AND FIELD INSPECTION********",3303 N Hoyne Ave,100423608,01/10/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME REAR.,3303 N Hoyne Ave,100422955,02/21/2012,PERMIT - NEW CONSTRUCTION,"NEW TWO STORY SINGLE FAMILY RESIDENCE, BRICK AND FRAME, WITH BASEMENT AND PRIVATE TWO CAR GARAGE EITH A ROOF TOP DECK AS PER PLANS********THIS PERMIT IS SUBJECT TO AUDIT AND FIELD INSPECTION********",3303 N Hoyne Ave,100423608,01/10/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY SINGLE FAMILY FRAME RESIDENCE.,2101 W Belle Plaine Ave,100427171,02/23/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH CAR GARAGE,2101 W Belle Plaine Ave,100427058,03/02/2012,47,46
PERMIT - WRECKING/DEMOLITION,WERECK AND REMOVE A 1 STORY NON FIRE PROOF SHACK.,1635 W 47th St,100425739,02/24/2012,PERMIT - NEW CONSTRUCTION,"PARKING LOT, INCLUDING POLE MOUNTED LIGHT FIXTURE AS PER PLAN********THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT********",1635 W 47th St,100422451,01/12/2012,20,59
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK RESIDENCE AND DETACHED FRAME GARAGE,2342 N Wayne Ave,100420194,02/24/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 3 STORY SINGLE FAMILY MASONRY BUILDING WITH BASEMENT AND A DETACHED GARAGE....AND A NEW NON-COMBUSTIBLE METAL DECK AS PER PLANS.,2342 N Wayne Ave,100424817,03/02/2012,2,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY BRICK BUILDING,1617 N Wood St,100428584,03/02/2012,PERMIT - NEW CONSTRUCTION,ERECT SINGLE FAMILY HOUSE WITH DETACHED PRIVATE GARAGE. PER PLANS,1617 N Wood St,100428352,02/24/2012,32,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1/2 STORY FRAME RESIDENCE.,1642 W Nelson St,100425233,03/06/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN. (Self Certification Project - Subject to audit & field inspection),1642 W Nelson St,100427565,02/27/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE,2104 W Sunnyside Ave,100429021,03/06/2012,PERMIT - NEW CONSTRUCTION,"ERECT A NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH ATTACHED GARAGE, AS PER PLANS.*******THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT******",2104 W Sunnyside Ave,100425527,04/23/2012,47,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING.,1854 W Erie St,100429720,03/12/2012,PERMIT - NEW CONSTRUCTION,ERECT SINGLE FAMILY RESIDENCE,1854 W Erie St,100429658,02/29/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME SINGLE FAMILY,2140 W Agatite Ave,100421543,03/21/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW SINGLE FAMILY HOME WITH DETACHED GARAGE AND FENCE PER PLANS. BLDG TO BE FULLY SPRINKLED.,2140 W Agatite Ave,100424756,03/15/2012,47,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 3 STORY BRICK BUILDING.,3214 N Seminary Ave,100430845,03/27/2012,PERMIT - NEW CONSTRUCTION,NEW 3  DWELLING UNITS MASONRY BUILDING  WITH 3 CAR GARAGE,3214 N Seminary Ave,100424515,04/03/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 UNIT BRICK HOME & GARAGE,2130 N Seminary Ave,100429038,03/30/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW 3 STORY SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE AS PER PLANS,2130 N Seminary Ave,100428009,04/04/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A S.F.R. WITH GARAGE.,1851 W Barry Ave,100431709,04/03/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW SINGLE FAMILY HOME WITH DETACHED GARAGE AND FENCE PER PLANS,1851 W Barry Ave,100429209,03/15/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME HOUSE WITH DETACHED GARAGE.,3430 N Page Ave,100429593,04/05/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY SINGLE FAMILY RESIDENCE (TYPE 4A)  AS PER PLANS AND 2 CAR DETACHED FRAME PRIVATE GARAGE ALLEY ACCESS.,3430 N Page Ave,100429694,04/17/2012,38,17
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY FRAME SINGLE FAMILY RESIDENCE,1722 N Mozart St,100432463,04/06/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.********THIS PERMIT IS VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT*********,1722 N Mozart St,100431860,03/30/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY FRAME RESIDENCE & GARAGE,1521 W Fry St,100430362,04/09/2012,PERMIT - NEW CONSTRUCTION,"ERECT 4 D.U. MASONRY BUILDING WITH ROOF TOP DECK, ATTACHED 2 CAR GARAGE, 2 EXTERIOR PARKING SPACES ON CONCRETE PAD, 6' HIGH 3' BY 8' WOOD FENCED TRASH ENCLOSURE AS PER PLAN. PROTOTYPE 1519 W. FRY.  (Self Certification Project - Subject to audit & field inspection)",1521 W Fry St,100430021,03/29/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1416 W Berteau Ave,100432011,04/16/2012,PERMIT - NEW CONSTRUCTION,NEW  TWO STORY SINGLE FAMILY RESIDENCEAND DETACHED FRAME GARAGE,1416 W Berteau Ave,100431802,04/25/2012,47,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY BRICK RESIDENCE AND DETACHED FRAME GARAGE,3330 N Oakley Ave,100429023,04/19/2012,PERMIT - NEW CONSTRUCTION,"ERECT TWO STORY SINGLE FAMILY RESIDENCE WITH BASEMENT, AS PER PLANS. ERECT TWO CAR FRAME GARAGE. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",3330 N Oakley Ave,100434526,05/08/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2100 N Bingham St,100431328,04/19/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH 2 EXTERIOR PARKING SPACES ON CONCRETE PAD  AS PER PLAN.,2100 N Bingham St,100433225,04/20/2012,1,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND 2 STORY FRAME COACH HOUSE,3320 N Clifton Ave,100429167,04/20/2012,PERMIT - NEW CONSTRUCTION,"ERECT A 3 STORY 3B MASONRY , 4 DWELLING UNIT APARMENT BUILDING",3320 N Clifton Ave,100412368,05/11/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1\2 STORY FRAME SFR WITH BASMENENT.,4034 N Sacramento Ave,100433266,04/23/2012,PERMIT - NEW CONSTRUCTION,CONSTRUCT NEW TWO STORY FRAME SINGLE FAMILY RESIDENCE AND TWO CAR GARAGE.  CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,4034 N Sacramento Ave,100430309,04/12/2012,33,16
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY MASONRY MULTI UNIT RESIDENCE,4112 N Greenview Ave,100435884,04/30/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY WITH 2 CAR GARAGE AND ROOF DECK,4112 N Greenview Ave,100432656,05/11/2012,47,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING SINGLE FAMILY HOME AND GARAGE.,3539 N Bosworth Ave,100409379,05/01/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY PER PLAN,3539 N Bosworth Ave,100415607,04/23/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING BRICK 3 FLAT.,1700 N Dayton St,100426750,05/01/2012,PERMIT - NEW CONSTRUCTION,NEW 3 STORY WITH BASEMENT AND DEETACHED PRIVATE GARAGE WITH A ROOF-DECK- SINGLE FAMILY HOME PER PLANS.  (Certified Plan Corrections - Subject to field inspection),1700 N Dayton St,100414561,03/30/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE  2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2148 W Race Ave,100431327,05/04/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN,2148 W Race Ave,100433226,04/23/2012,26,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,4147 N Bell Ave,100429163,05/07/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH 2 CAR GARAGE AND ROOF DECK,4147 N Bell Ave,100431497,05/08/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY BRICK BUILDING.,1870 N Sheffield Ave,100438850,05/11/2012,PERMIT - NEW CONSTRUCTION,NEW 3 DWELING UNIT APARMENT BUILDING PER PLANS,1870 N Sheffield Ave,100438483,06/14/2012,43,68
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY FRAME BUILDING,1937 W Wolfram St,100435454,05/15/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.*****THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT WAS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT******,1937 W Wolfram St,100435590,05/03/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 STORY MASONRY SINGLE FAMILY,1835 W Berwyn Ave,100438598,05/17/2012,PERMIT - NEW CONSTRUCTION,ERECT 2-STORY FRAME CONSTRUCTION SINGLE FAMILY HOME WITH BASEMENT AND REAR YARD PARKING PAD. GREEN PERMIT PROGRAM BENEFIT TIER II (EXCEPTIONAL GREEN HOMES AND WATER MANAGEMENT),1835 W Berwyn Ave,100436457,05/29/2012,40,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,2038 W Waveland Ave,100440635,05/24/2012,PERMIT - NEW CONSTRUCTION,"ERECT TWO STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT. ERECT NEW 28'x 20'DETACHED PRIVATE 3 CAR GARAGE, AS PER PLANS*******THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT*******",2038 W Waveland Ave,100437997,06/11/2012,47,46
PERMIT - WRECKING/DEMOLITION,"WRECK AND REMOVE A FRAME, MULTI-FAMILY & GARAGE.",3314 N Hamilton Ave,100439242,05/29/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.,3314 N Hamilton Ave,100439035,05/24/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING,1658 W 33rd Pl,100432909,05/31/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW MASONRY 2 STORY SINGLE FAMILY RESIDENCE (NO BASEMENT) AND 2 CAR DETACHED GARAGE ALLEY ACCESS PER PLANS,1658 W 33rd Pl,100432791,05/03/2012,12,56
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 1/2 STORY FRAME RESIDENCE.,2613 W Huron St,100430646,05/31/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN (ZONING APPROVED UNDER APPLICATION # 100428001),2613 W Huron St,100441624,05/24/2012,26,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME SINGLE FAMILY RESIDENCE WITH GARAGE.,1149 W 25th St,100435097,05/31/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY MASONRY (3B) HOME WITH UNFINISHED BASEMENT AND DETACHED  2 CAR FRAME PRIVATE GARAGE  AS PER PLANS.,1149 W 25th St,100435297,05/15/2012,11,58
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME MULTI FAMILY RESIDENCE,3520 N Paulina St,100439967,06/05/2012,PERMIT - NEW CONSTRUCTION,ERECT A NEW 2 STORY FRAME HOME WITH BASEMENT AND 2 CAR DETACHED GARAGE WITH ROOF DECK AS PER PLANS*******THIS IS A SELF CERTIFIED CORRECTIONS**********,3520 N Paulina St,100439492,06/29/2012,47,57
PERMIT - WRECKING/DEMOLITION,"WRECK AND REMOVE FRAME/BRICK, MULTI-FAMILY RESIDENCE AND GARAGE.",4116 N Leavitt St,100441897,06/05/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY WITH 2 CAR GARAGE,4116 N Leavitt St,100438994,05/30/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A FRAME MULTI-FAMILY RESIDENCE.,2315 W Cullom Ave,100441078,06/08/2012,PERMIT - NEW CONSTRUCTION,NEW SINGLE FAMILY RESIDENCE WITH TWO CAR GARAGE,2315 W Cullom Ave,100438058,06/14/2012,47,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY BRICK RESIDENCE AND DETACHED GARAGE,3542 N Marshfield Ave,100436733,06/12/2012,PERMIT - NEW CONSTRUCTION,"ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.",3542 N Marshfield Ave,100433759,05/14/2012,47,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE EXISTING FRAME 2 FLAT.,1540 W Wrightwood Ave,100440001,06/12/2012,PERMIT - NEW CONSTRUCTION,"NEW 3 DWELLING UNIT APARMENT BUILDING,PER PLANS",1540 W Wrightwood Ave,100440359,06/13/2012,32,68
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY BRICK\FRAME BUILDING.,1754 W Fletcher St,100441229,06/13/2012,PERMIT - NEW CONSTRUCTION,ERECT NEW SINGLE FAMILY HOME PER ARCH PLANS. ERECT TWO CAR DETACHED FRAME GARAGE.,1754 W Fletcher St,100438228,06/05/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY FRAME SINGLE FAMILY BUILDING.,1732 N Richmond St,100440395,06/13/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN.,1732 N Richmond St,100441404,06/11/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 BRICK RESIDENCE,2113 W Huron St,100439408,06/15/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH A ROOF TOP DECK(4A CONSTRUCTION) AS PER PLAN.*******THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT WAS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THIS PERMIT**********,2113 W Huron St,100437440,05/31/2012,26,25
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME BUILDING,1306 W Nelson St,100441461,06/18/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.  CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1306 W Nelson St,100441122,05/23/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING (FRONT).,3321 N Seminary Ave,100440059,06/19/2012,PERMIT - NEW CONSTRUCTION,ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) AS PER PLAN (ZONING APPROVED UNDER APPLICATION # 100430929).,3321 N Seminary Ave,100444246,06/08/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME BUILDING (REAR) COACH HOUSE.,3321 N Seminary Ave,100440061,06/19/2012,PERMIT - NEW CONSTRUCTION,ERECT 3 D.U. MASONRY BUILDING (3B CONSTRUCTION) WITH DETACHED 3 CAR MASONRY GARAGE (3B CONSTRUCTION) AS PER PLAN (ZONING APPROVED UNDER APPLICATION # 100430929).,3321 N Seminary Ave,100444246,06/08/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE,1864 N Damen Ave,100433598,06/21/2012,PERMIT - NEW CONSTRUCTION,ERECT 4 STORY COMMERCIAL + 3 DWELLING UNITS PER PLAN,1864 N Damen Ave,100433446,06/14/2012,32,23
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A BRICK GARAGE.,4843 N Hamilton Ave,100446280,06/21/2012,PERMIT - NEW CONSTRUCTION,NEW 2 STORY SFR W/BSMT AND NEW MASONRY GARAGE,4843 N Hamilton Ave,100446175,06/29/2012,47,6
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 2 STORY FRAME SINGLE FAMILY RESIDENCE & GARAGE,2251 W Winnemac Ave,100441910,06/25/2012,PERMIT - NEW CONSTRUCTION,ERECT TWO STORY FRAME W/BRICK VENEER SINGLE FAMILY RESIDENCE W/1 STORY METAL DECK AT REAR AND TWO CAR DETACHED MASONRY GARAGE W/ROOFTOP DECK PER PLANS **SELF CERT CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **,2251 W Winnemac Ave,100441944,06/11/2012,40,6
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 2 STORY FRAME RESIDENCE AND DETACHED FRAME GARAGE,1922 W George St,100432995,06/25/2012,PERMIT - NEW CONSTRUCTION,"ERECT TWO STORY FRAME SINGLE FAMILY RESIDENCE, WITH OPEN ROOFED FRONT PORCH AND DETACHED TWO CAR GARAGE AND ROOF DECK, PER PLANS.  (Certified Plan Corrections - Subject to field inspection)",1922 W George St,100433078,05/22/2012,32,46
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 1 STORY HOUSE WITH DETACHED GARAGE.,1503 N Talman Ave,100443613,06/27/2012,PERMIT - NEW CONSTRUCTION,ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) AS PER PLAN. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1503 N Talman Ave,100442875,06/08/2012,1,25
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE 1 STORY FRAME RESIDENCE,3121 N Odell Ave,100445997,07/02/2012,PERMIT - NEW CONSTRUCTION,ERECT 2 STORY SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,3121 N Odell Ave,100441526,06/22/2012,29,17
PERMIT - WRECKING/DEMOLITION,WRECK & REMOVE 1 1/2 STORY FRAME BUILDING,3737 N Clifton Ave,100427634,07/02/2012,PERMIT - NEW CONSTRUCTION,"ERECT THREE STORY MASONRY BUILDING - THREE DU'S WITH A ROOF TOP DECK AND A PENTHOUSE WITH DETACHED THREE CAR GARAGE WITH ROOF TOP DECK AS PER PLAN",3737 N Clifton Ave,100424642,06/28/2012,44,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE AN EXISTING 2 STORY BRICK & FRAME SINGLE FAMILY HOUSE & GARAGE.,1517 W Nelson St,100443740,07/03/2012,PERMIT - NEW CONSTRUCTION,ERECT THREE STORY MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT WITH SPRINKLER SYSTEM AND TWO CAR DETACHED MASONRY GARAGE WITH ROOF DECK AS PER PLANS,1517 W Nelson St,100442599,06/15/2012,32,57
PERMIT - WRECKING/DEMOLITION,WRECK AND REMOVE A 2 STORY FRAME RESIDENTIAL BUILDING WITH BASEMENT.,4455 N Winchester Ave,100446033,07/03/2012,PERMIT - NEW CONSTRUCTION,NEW FRAME SFR WITH GARAGE,4455 N Winchester Ave,100444331,07/25/2012,47,6
